DATECOLLECTED,SAMPLELOCATIONSMASTER,SAMPLENO,FINALRESULT,daily_flow_rate_m3
10/4/2021,AU_Rosedale,21EV2323-001-0,Detected,NULL
10/6/2021,AU_Rosedale,21EV2407-001-0,Detected,NULL
10/8/2021,AU_Rosedale,21EV2475-001-0,Detected,NULL
10/11/2021,AU_Rosedale,21EV2512-001-0,Detected,NULL
10/13/2021,AU_Rosedale,21EV2588-001-0,Detected,NULL
10/15/2021,AU_Rosedale,21EV2656-001-0,Detected,NULL
10/18/2021,AU_Rosedale,21EV2681-001-0,Detected,NULL
10/20/2021,AU_Rosedale,21EV2749-001-0,Detected,NULL
10/22/2021,AU_Rosedale,21EV2828-001-0,Detected,NULL
10/27/2021,AU_Rosedale,21EV2872-001-0,Detected,NULL
10/29/2021,AU_Rosedale,21EV3011-001-0,Detected,NULL
11/1/2021,AU_Rosedale,21EV3012-001-0,Detected,NULL
11/8/2021,AU_Rosedale,21EV3197-001-0,Detected,NULL
11/15/2021,AU_Rosedale,21EV3408-001-0,Detected,NULL
11/22/2021,AU_Rosedale,21EV3630-001-0,Detected,NULL
11/29/2021,AU_Rosedale,21EV3900-001-0,Detected,NULL
12/6/2021,AU_Rosedale,21EV4039-001-0,Detected,NULL
12/13/2021,AU_Rosedale,21EV4295-001-0,Detected,NULL
12/20/2021,AU_Rosedale,21EV4438-001-0,Detected,NULL
12/29/2021,AU_Rosedale,21EV4508-001-0,Detected,NULL
1/5/2022,AU_Rosedale,22EV0069-001-0,Detected,NULL
1/10/2022,AU_Rosedale,22EV0169-001-0,Detected,NULL
1/17/2022,AU_Rosedale,22EV0312-001-0,Detected,NULL
1/24/2022,AU_Rosedale,22EV0455-001-0,Detected,NULL
2/2/2022,AU_Rosedale,22EV0758-001-0,Detected,NULL
2/4/2022,AU_Rosedale,22EV0883-001-0,Detected,NULL
2/9/2022,AU_Rosedale,22EV0951-001-0,Detected,NULL
2/14/2022,AU_Rosedale,22EV1039-001-0,Detected,NULL
2/16/2022,AU_Rosedale,22EV1139-001-0,Detected,NULL
2/21/2022,AU_Rosedale,22EV1286-001-0,Detected,NULL
2/23/2022,AU_Rosedale,22EV1318-001-0,Detected,NULL
2/28/2022,AU_Rosedale,22EV1451-001-0,Detected,NULL
3/7/2022,AU_Rosedale,22EV1601-001-0,Detected,NULL
3/9/2022,AU_Rosedale,22EV1673-001-0,Detected,NULL
3/10/2022,AU_Rosedale,22EV1732-001-0,Detected,NULL
3/11/2022,AU_Rosedale,22EV1763-001-0,Detected,NULL
3/14/2022,AU_Rosedale,22EV1768-001-0,Detected,NULL
3/16/2022,AU_Rosedale,22EV1861-001-0,Detected,NULL
3/21/2022,AU_Rosedale,22EV1927-001-0,Detected,NULL
3/22/2022,AU_Rosedale,22EV2019-001-0,Detected,NULL
3/27/2022,AU_Rosedale,22EV2088-001-0,Detected,NULL
3/29/2022,AU_Rosedale,22EV2181-001-0,Detected,NULL
4/4/2022,AU_Rosedale,22EV2273-001-0,Detected,NULL
4/5/2022,AU_Rosedale,22EV2341-001-0,Detected,NULL
4/11/2022,AU_Rosedale,22EV2536-001-0,Detected,NULL
4/12/2022,AU_Rosedale,22EV2520-001-0,Detected,NULL
4/20/2022,AU_Rosedale,22EV2642-001-0,Detected,NULL
5/1/2022,AU_Rosedale,22EV2884-001-0,Detected,NULL
5/4/2022,AU_Rosedale,22EV2896-001-0,Detected,NULL
5/9/2022,AU_Rosedale,22EV3000-001-0,Detected,NULL
5/10/2022,AU_Rosedale,22EV3062-001-0,Detected,NULL
5/15/2022,AU_Rosedale,22EV3161-001-0,Detected,NULL
5/18/2022,AU_Rosedale,22EV3214-001-0,Detected,NULL
5/22/2022,AU_Rosedale,22EV3374-001-0,Detected,NULL
5/24/2022,AU_Rosedale,22EV3375-001-0,Detected,NULL
5/29/2022,AU_Rosedale,22EV3500-001-0,Detected,NULL
5/31/2022,AU_Rosedale,22EV3522-001-0,Detected,NULL
6/7/2022,AU_Rosedale,22EV3631-001-0,Detected,NULL
6/12/2022,AU_Rosedale,22EV3739-001-0,Detected,NULL
6/14/2022,AU_Rosedale,22EV3786-001-0,Detected,NULL
6/20/2022,AU_Rosedale,22EV3919-001-0,Detected,NULL
6/22/2022,AU_Rosedale,22EV3934-001-0,Detected,NULL
6/27/2022,AU_Rosedale,22EV4061-001-0,Detected,NULL
6/28/2022,AU_Rosedale,22EV4062-001-0,Detected,NULL
7/4/2022,AU_Rosedale,22EV4208-001-0,Detected,NULL
7/5/2022,AU_Rosedale,22EV4209-001-0,Detected,NULL
9/7/2021,AU_SnellsAlgies,21EV1900-001-0,Detected,886
10/19/2021,AU_SnellsAlgies,21EV2750-001-0,Detected,785
10/26/2021,AU_SnellsAlgies,21EV2878-001-0,Detected,1083
10/28/2021,AU_SnellsAlgies,21EV2951-001-0,Detected,NULL
11/2/2021,AU_SnellsAlgies,21EV3099-001-0,Detected,898
11/4/2021,AU_SnellsAlgies,21EV3156-001-0,Detected,NULL
11/11/2021,AU_SnellsAlgies,21EV3291-001-0,Detected,NULL
11/16/2021,AU_SnellsAlgies,21EV3513-001-0,Detected,902
12/14/2021,AU_SnellsAlgies,21EV4304-001-0,Detected,2566
2/8/2022,AU_SnellsAlgies,22EV0960-001-0,Detected,898
2/15/2022,AU_SnellsAlgies,22EV1148-001-0,Detected,709
2/22/2022,AU_SnellsAlgies,22EV1292-001-0,Detected,692
3/1/2022,AU_SnellsAlgies,22EV1479-001-0,Detected,690
3/8/2022,AU_SnellsAlgies,22EV1683-001-0,Detected,730
3/15/2022,AU_SnellsAlgies,22EV1868-001-0,Detected,NULL
3/22/2022,AU_SnellsAlgies,22EV2011-001-0,Detected,NULL
3/29/2022,AU_SnellsAlgies,22EV2189-001-0,Detected,NULL
4/5/2022,AU_SnellsAlgies,22EV2358-001-0,Detected,NULL
4/12/2022,AU_SnellsAlgies,22EV2522-001-0,Detected,NULL
4/19/2022,AU_SnellsAlgies,22EV2598-001-0,Detected,NULL
4/26/2022,AU_SnellsAlgies,22EV2731-001-0,Detected,NULL
5/3/2022,AU_SnellsAlgies,22EV2903-001-0,Detected,NULL
5/10/2022,AU_SnellsAlgies,22EV3069-001-0,Detected,NULL
5/17/2022,AU_SnellsAlgies,22EV3163-001-0,Detected,NULL
5/24/2022,AU_SnellsAlgies,22EV3381-001-0,Detected,NULL
5/31/2022,AU_SnellsAlgies,22EV3530-001-0,Detected,NULL
6/7/2022,AU_SnellsAlgies,22EV3637-001-0,Detected,NULL
6/14/2022,AU_SnellsAlgies,22EV3809-001-0,Detected,NULL
6/20/2022,AU_SnellsAlgies,22EV3921-001-0,Detected,NULL
6/28/2022,AU_SnellsAlgies,22EV4065-001-0,Detected,NULL
7/5/2022,AU_SnellsAlgies,22EV4211-001-0,Detected,NULL
1/11/2021,AU_SouthWestern,21EV0002-001-0,Detected,NULL
1/12/2021,AU_SouthWestern,21EV0006-001-0,Detected,NULL
1/13/2021,AU_SouthWestern,21EV0008-001-0,Detected,NULL
1/14/2021,AU_SouthWestern,21EV0014-001-0,Detected,NULL
1/15/2021,AU_SouthWestern,21EV0018-001-0,Detected,NULL
1/16/2021,AU_SouthWestern,21EV0020-001-0,Detected,NULL
1/17/2021,AU_SouthWestern,21EV0022-001-0,Detected,NULL
1/18/2021,AU_SouthWestern,21EV0024-001-0,Detected,NULL
1/19/2021,AU_SouthWestern,21EV0032-001-0,Detected,NULL
1/23/2021,AU_SouthWestern,21EV0047-001-0,Detected,NULL
1/24/2021,AU_SouthWestern,21EV0050-001-0,Detected,NULL
1/28/2021,AU_SouthWestern,21EV0080-001-0,Detected,NULL
1/30/2021,AU_SouthWestern,21EV0084-001-0,Detected,NULL
2/6/2021,AU_SouthWestern,21EV0113-001-0,Detected,NULL
2/7/2021,AU_SouthWestern,21EV0115-001-0,Detected,NULL
2/8/2021,AU_SouthWestern,21EV0117-001-0,Detected,NULL
2/11/2021,AU_SouthWestern,21EV0133-001-0,Detected,NULL
2/13/2021,AU_SouthWestern,21EV0141-001-0,Detected,NULL
2/14/2021,AU_SouthWestern,21EV0143-001-0,Detected,NULL
2/15/2021,AU_SouthWestern,21EV0145-001-0,Detected,NULL
2/18/2021,AU_SouthWestern,21EV0179-001-0,Detected,NULL
2/21/2021,AU_SouthWestern,21EV0198-001-0,Detected,NULL
2/22/2021,AU_SouthWestern,21EV0200-001-0,Detected,NULL
2/23/2021,AU_SouthWestern,21EV0209-001-0,Detected,NULL
2/24/2021,AU_SouthWestern,21EV0212-001-0,Detected,NULL
2/25/2021,AU_SouthWestern,21EV0219-001-0,Detected,NULL
2/26/2021,AU_SouthWestern,21EV0229-001-0,Detected,NULL
2/27/2021,AU_SouthWestern,21EV0232-001-0,Detected,NULL
2/28/2021,AU_SouthWestern,21EV0235-001-0,Detected,NULL
3/1/2021,AU_SouthWestern,21EV0237-001-0,Detected,NULL
3/2/2021,AU_SouthWestern,21EV0241-001-0,Detected,NULL
3/3/2021,AU_SouthWestern,21EV0245-001-0,Detected,NULL
3/4/2021,AU_SouthWestern,21EV0253-001-0,Detected,NULL
3/5/2021,AU_SouthWestern,21EV0259-001-0,Detected,NULL
3/6/2021,AU_SouthWestern,21EV0275-001-0,Detected,NULL
3/7/2021,AU_SouthWestern,21EV0277-001-0,Detected,NULL
3/8/2021,AU_SouthWestern,21EV0279-001-0,Detected,NULL
3/10/2021,AU_SouthWestern,21EV0292-001-0,Detected,NULL
3/11/2021,AU_SouthWestern,21EV0298-001-0,Detected,NULL
3/12/2021,AU_SouthWestern,21EV0304-001-0,Detected,NULL
3/13/2021,AU_SouthWestern,21EV0306-001-0,Detected,NULL
3/14/2021,AU_SouthWestern,21EV0308-001-0,Detected,NULL
3/15/2021,AU_SouthWestern,21EV0316-001-0,Detected,NULL
3/16/2021,AU_SouthWestern,21EV0324-001-0,Detected,NULL
3/17/2021,AU_SouthWestern,21EV0328-001-0,Detected,NULL
3/18/2021,AU_SouthWestern,21EV0335-001-0,Detected,NULL
3/19/2021,AU_SouthWestern,21EV0342-001-0,Detected,NULL
3/20/2021,AU_SouthWestern,21EV0344-001-0,Detected,NULL
3/21/2021,AU_SouthWestern,21EV0346-001-0,Detected,NULL
3/22/2021,AU_SouthWestern,21EV0348-001-0,Detected,NULL
3/23/2021,AU_SouthWestern,21EV0358-001-0,Detected,NULL
3/24/2021,AU_SouthWestern,21EV0360-001-0,Detected,NULL
3/25/2021,AU_SouthWestern,21EV0368-001-0,Detected,NULL
3/26/2021,AU_SouthWestern,21EV0375-001-0,Detected,NULL
3/27/2021,AU_SouthWestern,21EV0377-001-0,Detected,NULL
3/28/2021,AU_SouthWestern,21EV0379-001-0,Detected,NULL
3/30/2021,AU_SouthWestern,21EV0392-001-0,Detected,NULL
4/2/2021,AU_SouthWestern,21EV0403-001-0,Detected,NULL
4/3/2021,AU_SouthWestern,21EV0405-001-0,Detected,NULL
4/4/2021,AU_SouthWestern,21EV0407-001-0,Detected,NULL
4/5/2021,AU_SouthWestern,21EV0409-001-0,Detected,NULL
4/6/2021,AU_SouthWestern,21EV0416-001-0,Detected,NULL
4/7/2021,AU_SouthWestern,21EV0418-001-0,Detected,NULL
4/8/2021,AU_SouthWestern,21EV0428-001-0,Detected,NULL
4/9/2021,AU_SouthWestern,21EV0436-001-0,Detected,NULL
4/10/2021,AU_SouthWestern,21EV0438-001-0,Detected,NULL
4/11/2021,AU_SouthWestern,21EV0440-001-0,Detected,NULL
4/12/2021,AU_SouthWestern,21EV0442-001-0,Detected,NULL
4/13/2021,AU_SouthWestern,21EV0453-001-0,Detected,NULL
4/14/2021,AU_SouthWestern,21EV0455-001-0,Detected,NULL
4/15/2021,AU_SouthWestern,21EV0462-001-0,Detected,NULL
4/16/2021,AU_SouthWestern,21EV0468-001-0,Detected,NULL
4/17/2021,AU_SouthWestern,21EV0470-001-0,Detected,NULL
4/18/2021,AU_SouthWestern,21EV0472-001-0,Detected,NULL
4/19/2021,AU_SouthWestern,21EV0474-001-0,Detected,NULL
4/20/2021,AU_SouthWestern,21EV0484-001-0,Detected,NULL
4/21/2021,AU_SouthWestern,21EV0490-001-0,Detected,NULL
4/22/2021,AU_SouthWestern,21EV0495-001-0,Detected,NULL
4/23/2021,AU_SouthWestern,21EV0503-001-0,Detected,NULL
4/24/2021,AU_SouthWestern,21EV0505-001-0,Detected,NULL
4/25/2021,AU_SouthWestern,21EV0507-001-0,Detected,NULL
4/26/2021,AU_SouthWestern,21EV0509-001-0,Detected,NULL
4/27/2021,AU_SouthWestern,21EV0510-001-0,Detected,NULL
4/28/2021,AU_SouthWestern,21EV0520-001-0,Detected,NULL
4/29/2021,AU_SouthWestern,21EV0527-001-0,Detected,NULL
4/30/2021,AU_SouthWestern,21EV0536-001-0,Detected,NULL
5/1/2021,AU_SouthWestern,21EV0538-001-0,Detected,NULL
5/3/2021,AU_SouthWestern,21EV0542-001-0,Detected,NULL
5/4/2021,AU_SouthWestern,21EV0550-001-0,Detected,NULL
5/6/2021,AU_SouthWestern,21EV0563-001-0,Detected,NULL
5/7/2021,AU_SouthWestern,21EV0569-001-0,Detected,NULL
5/9/2021,AU_SouthWestern,21EV0572-001-0,Detected,NULL
5/10/2021,AU_SouthWestern,21EV0574-001-0,Detected,NULL
5/11/2021,AU_SouthWestern,21EV0579-001-0,Detected,NULL
5/14/2021,AU_SouthWestern,21EV0622-001-0,Detected,NULL
5/20/2021,AU_SouthWestern,21EV0653-001-0,Detected,NULL
5/23/2021,AU_SouthWestern,21EV0684-001-0,Detected,NULL
5/30/2021,AU_SouthWestern,21EV0719-001-0,Detected,NULL
6/2/2021,AU_SouthWestern,21EV0725-001-0,Detected,NULL
6/7/2021,AU_SouthWestern,21EV0746-001-0,Detected,NULL
6/10/2021,AU_SouthWestern,21EV0758-001-0,Detected,NULL
6/13/2021,AU_SouthWestern,21EV0770-001-0,Detected,NULL
6/15/2021,AU_SouthWestern,21EV0778-001-0,Detected,NULL
6/21/2021,AU_SouthWestern,21EV0794-001-0,Detected,NULL
6/23/2021,AU_SouthWestern,21EV0808-001-0,Detected,NULL
6/28/2021,AU_SouthWestern,21EV0859-001-0,Detected,NULL
7/5/2021,AU_SouthWestern,21EV0895-001-0,Detected,NULL
7/7/2021,AU_SouthWestern,21EV0906-001-0,Detected,NULL
7/12/2021,AU_SouthWestern,21EV0921-001-0,Detected,NULL
7/14/2021,AU_SouthWestern,21EV0952-001-0,Detected,NULL
7/19/2021,AU_SouthWestern,21EV0968-001-0,Detected,NULL
7/21/2021,AU_SouthWestern,21EV0999-001-0,Detected,NULL
7/26/2021,AU_SouthWestern,21EV1051-001-0,Detected,NULL
8/9/2021,AU_SouthWestern,21EV1147-001-0,Detected,NULL
8/13/2021,AU_SouthWestern,21EV1204-001-0,Detected,NULL
8/16/2021,AU_SouthWestern,21EV1206-001-0,Detected,NULL
8/18/2021,AU_SouthWestern,21EV1229-001-0,Detected,NULL
8/21/2021,AU_SouthWestern,21EV1310-001-0,Detected,NULL
8/22/2021,AU_SouthWestern,21EV1325-001-0,Detected,NULL
8/23/2021,AU_SouthWestern,21EV1333-001-0,Detected,NULL
8/26/2021,AU_SouthWestern,21EV1479-001-0,Detected,NULL
8/27/2021,AU_SouthWestern,21EV1525-001-0,Detected,NULL
8/30/2021,AU_SouthWestern,21EV1574-001-0,Detected,NULL
8/31/2021,AU_SouthWestern,21EV1640-001-0,Detected,NULL
9/2/2021,AU_SouthWestern,21EV1680-001-0,Detected,NULL
9/3/2021,AU_SouthWestern,21EV1723-001-0,Detected,NULL
9/6/2021,AU_SouthWestern,21EV1775-001-0,Detected,NULL
9/8/2021,AU_SouthWestern,21EV1814-001-0,Detected,NULL
9/10/2021,AU_SouthWestern,21EV1876-001-0,Detected,NULL
9/13/2021,AU_SouthWestern,21EV1891-001-0,Detected,NULL
9/15/2021,AU_SouthWestern,21EV1966-001-0,Detected,NULL
9/20/2021,AU_SouthWestern,21EV2044-001-0,Detected,NULL
9/21/2021,AU_SouthWestern,21EV2089-001-0,Detected,NULL
9/22/2021,AU_SouthWestern,21EV2105-001-0,Detected,NULL
9/24/2021,AU_SouthWestern,21EV2163-001-0,Detected,NULL
9/27/2021,AU_SouthWestern,21EV2194-001-0,Detected,NULL
9/29/2021,AU_SouthWestern,21EV2237-001-0,Detected,NULL
10/1/2021,AU_SouthWestern,21EV2292-001-0,Detected,NULL
10/4/2021,AU_SouthWestern,21EV2320-001-0,Detected,NULL
10/6/2021,AU_SouthWestern,21EV2404-001-0,Detected,NULL
10/8/2021,AU_SouthWestern,21EV2472-001-0,Detected,NULL
10/11/2021,AU_SouthWestern,21EV2509-001-0,Detected,NULL
10/13/2021,AU_SouthWestern,21EV2585-001-0,Detected,NULL
10/15/2021,AU_SouthWestern,21EV2653-001-0,Detected,NULL
10/18/2021,AU_SouthWestern,21EV2678-001-0,Detected,NULL
10/21/2021,AU_SouthWestern,21EV2789-001-0,Detected,NULL
10/27/2021,AU_SouthWestern,21EV2869-001-0,Detected,NULL
11/1/2021,AU_SouthWestern,21EV3008-001-0,Detected,NULL
11/4/2021,AU_SouthWestern,21EV3149-001-0,Detected,NULL
11/8/2021,AU_SouthWestern,21EV3194-001-0,Detected,NULL
11/18/2021,AU_SouthWestern,21EV3541-001-0,Detected,NULL
11/25/2021,AU_SouthWestern,21EV3777-001-0,Detected,NULL
12/8/2021,AU_SouthWestern,21EV4081-001-0,Detected,NULL
12/15/2021,AU_SouthWestern,21EV4292-001-0,Detected,NULL
12/22/2021,AU_SouthWestern,21EV4435-001-0,Detected,NULL
12/29/2021,AU_SouthWestern,21EV4505-001-0,Detected,NULL
1/25/2022,AU_SouthWestern,22EV0516-001-0,Detected,NULL
2/1/2022,AU_SouthWestern,22EV0791-001-0,Detected,NULL
2/23/2022,AU_SouthWestern,22EV1375-001-0,Detected,NULL
2/28/2022,AU_SouthWestern,22EV1448-001-0,Detected,NULL
3/7/2022,AU_SouthWestern,22EV1590-001-0,Detected,NULL
3/9/2022,AU_SouthWestern,22EV1670-001-0,Detected,NULL
3/11/2022,AU_SouthWestern,22EV1760-001-0,Detected,NULL
3/14/2022,AU_SouthWestern,22EV1765-001-0,Detected,NULL
3/16/2022,AU_SouthWestern,22EV1858-001-0,Detected,NULL
3/21/2022,AU_SouthWestern,22EV1924-001-0,Detected,NULL
3/23/2022,AU_SouthWestern,22EV2016-001-0,Detected,NULL
3/28/2022,AU_SouthWestern,22EV2085-001-0,Detected,NULL
3/30/2022,AU_SouthWestern,22EV2178-001-0,Detected,NULL
4/4/2022,AU_SouthWestern,22EV2270-001-0,Detected,NULL
4/6/2022,AU_SouthWestern,22EV2338-001-0,Detected,NULL
4/11/2022,AU_SouthWestern,22EV2517-001-0,Detected,NULL
4/13/2022,AU_SouthWestern,22EV2526-001-0,Detected,NULL
4/18/2022,AU_SouthWestern,22EV2590-001-0,Detected,NULL
4/20/2022,AU_SouthWestern,22EV2639-001-0,Detected,NULL
4/25/2022,AU_SouthWestern,22EV2696-001-0,Detected,NULL
4/27/2022,AU_SouthWestern,22EV2761-001-0,Detected,NULL
5/2/2022,AU_SouthWestern,22EV2881-001-0,Detected,NULL
5/9/2022,AU_SouthWestern,22EV2997-001-0,Detected,NULL
5/11/2022,AU_SouthWestern,22EV3059-001-0,Detected,NULL
5/16/2022,AU_SouthWestern,22EV3158-001-0,Detected,NULL
5/18/2022,AU_SouthWestern,22EV3211-001-0,Detected,NULL
5/23/2022,AU_SouthWestern,22EV3368-001-0,Detected,NULL
5/25/2022,AU_SouthWestern,22EV3369-001-0,Detected,NULL
5/30/2022,AU_SouthWestern,22EV3497-001-0,Detected,NULL
6/1/2022,AU_SouthWestern,22EV3519-001-0,Detected,NULL
6/6/2022,AU_SouthWestern,22EV3598-001-0,Detected,NULL
6/8/2022,AU_SouthWestern,22EV3628-001-0,Detected,NULL
6/13/2022,AU_SouthWestern,22EV3736-001-0,Detected,NULL
6/15/2022,AU_SouthWestern,22EV3783-001-0,Detected,NULL
6/22/2022,AU_SouthWestern,22EV3931-001-0,Detected,NULL
6/29/2022,AU_SouthWestern,22EV4058-001-0,Detected,NULL
7/4/2022,AU_SouthWestern,22EV4140-001-0,Detected,NULL
1/13/2021,AU_SouthWestern_JPH,21EV0007-001-0,Detected,NULL
1/14/2021,AU_SouthWestern_JPH,21EV0013-001-0,Detected,NULL
1/15/2021,AU_SouthWestern_JPH,21EV0017-001-0,Detected,NULL
1/17/2021,AU_SouthWestern_JPH,21EV0021-001-0,Detected,NULL
1/19/2021,AU_SouthWestern_JPH,21EV0031-001-0,Detected,NULL
1/20/2021,AU_SouthWestern_JPH,21EV0035-001-0,Detected,NULL
1/21/2021,AU_SouthWestern_JPH,21EV0041-001-0,Detected,NULL
1/22/2021,AU_SouthWestern_JPH,21EV0045-001-0,Detected,NULL
1/24/2021,AU_SouthWestern_JPH,21EV0049-001-0,Detected,NULL
1/25/2021,AU_SouthWestern_JPH,21EV0052-001-0,Detected,NULL
1/26/2021,AU_SouthWestern_JPH,21EV0059-001-0,Detected,NULL
1/27/2021,AU_SouthWestern_JPH,21EV0064-001-0,Detected,NULL
1/28/2021,AU_SouthWestern_JPH,21EV0067-001-0,Detected,NULL
1/29/2021,AU_SouthWestern_JPH,21EV0081-001-0,Detected,NULL
1/30/2021,AU_SouthWestern_JPH,21EV0083-001-0,Detected,NULL
1/31/2021,AU_SouthWestern_JPH,21EV0085-001-0,Detected,NULL
2/1/2021,AU_SouthWestern_JPH,21EV0087-001-0,Detected,NULL
2/2/2021,AU_SouthWestern_JPH,21EV0091-001-0,Detected,NULL
2/3/2021,AU_SouthWestern_JPH,21EV0098-001-0,Detected,NULL
2/4/2021,AU_SouthWestern_JPH,21EV0102-001-0,Detected,NULL
2/5/2021,AU_SouthWestern_JPH,21EV0110-001-0,Detected,NULL
2/6/2021,AU_SouthWestern_JPH,21EV0112-001-0,Detected,NULL
2/7/2021,AU_SouthWestern_JPH,21EV0114-001-0,Detected,NULL
2/8/2021,AU_SouthWestern_JPH,21EV0116-001-0,Detected,NULL
2/9/2021,AU_SouthWestern_JPH,21EV0120-001-0,Detected,NULL
2/10/2021,AU_SouthWestern_JPH,21EV0122-001-0,Detected,NULL
2/11/2021,AU_SouthWestern_JPH,21EV0132-001-0,Detected,NULL
2/12/2021,AU_SouthWestern_JPH,21EV0138-001-0,Detected,NULL
2/13/2021,AU_SouthWestern_JPH,21EV0140-001-0,Detected,NULL
2/14/2021,AU_SouthWestern_JPH,21EV0142-001-0,Detected,NULL
2/15/2021,AU_SouthWestern_JPH,21EV0144-001-0,Detected,NULL
2/16/2021,AU_SouthWestern_JPH,21EV0157-001-0,Detected,NULL
2/17/2021,AU_SouthWestern_JPH,21EV0171-001-0,Detected,NULL
2/18/2021,AU_SouthWestern_JPH,21EV0178-001-0,Detected,NULL
2/19/2021,AU_SouthWestern_JPH,21EV0192-001-0,Detected,NULL
2/20/2021,AU_SouthWestern_JPH,21EV0195-001-0,Detected,NULL
2/21/2021,AU_SouthWestern_JPH,21EV0197-001-0,Detected,NULL
2/22/2021,AU_SouthWestern_JPH,21EV0199-001-0,Detected,NULL
2/23/2021,AU_SouthWestern_JPH,21EV0208-001-0,Detected,NULL
2/24/2021,AU_SouthWestern_JPH,21EV0211-001-0,Detected,NULL
2/25/2021,AU_SouthWestern_JPH,21EV0218-001-0,Detected,NULL
2/26/2021,AU_SouthWestern_JPH,21EV0228-001-0,Detected,NULL
2/27/2021,AU_SouthWestern_JPH,21EV0231-001-0,Detected,NULL
2/28/2021,AU_SouthWestern_JPH,21EV0234-001-0,Detected,NULL
3/1/2021,AU_SouthWestern_JPH,21EV0236-001-0,Detected,NULL
3/2/2021,AU_SouthWestern_JPH,21EV0240-001-0,Detected,NULL
3/3/2021,AU_SouthWestern_JPH,21EV0244-001-0,Detected,NULL
3/4/2021,AU_SouthWestern_JPH,21EV0254-001-0,Detected,NULL
3/5/2021,AU_SouthWestern_JPH,21EV0258-001-0,Detected,NULL
3/6/2021,AU_SouthWestern_JPH,21EV0274-001-0,Detected,NULL
3/7/2021,AU_SouthWestern_JPH,21EV0276-001-0,Detected,NULL
3/8/2021,AU_SouthWestern_JPH,21EV0278-001-0,Detected,NULL
3/9/2021,AU_SouthWestern_JPH,21EV0282-001-0,Detected,NULL
3/10/2021,AU_SouthWestern_JPH,21EV0293-001-0,Detected,NULL
3/11/2021,AU_SouthWestern_JPH,21EV0297-001-0,Detected,NULL
3/12/2021,AU_SouthWestern_JPH,21EV0303-001-0,Detected,NULL
3/13/2021,AU_SouthWestern_JPH,21EV0305-001-0,Detected,NULL
3/14/2021,AU_SouthWestern_JPH,21EV0307-001-0,Detected,NULL
3/15/2021,AU_SouthWestern_JPH,21EV0323-001-0,Detected,NULL
3/16/2021,AU_SouthWestern_JPH,21EV0325-001-0,Detected,NULL
3/17/2021,AU_SouthWestern_JPH,21EV0327-001-0,Detected,NULL
3/18/2021,AU_SouthWestern_JPH,21EV0334-001-0,Detected,NULL
3/19/2021,AU_SouthWestern_JPH,21EV0341-001-0,Detected,NULL
3/20/2021,AU_SouthWestern_JPH,21EV0343-001-0,Detected,NULL
3/21/2021,AU_SouthWestern_JPH,21EV0345-001-0,Detected,NULL
3/22/2021,AU_SouthWestern_JPH,21EV0347-001-0,Detected,NULL
3/23/2021,AU_SouthWestern_JPH,21EV0357-001-0,Detected,NULL
3/24/2021,AU_SouthWestern_JPH,21EV0359-001-0,Detected,NULL
3/25/2021,AU_SouthWestern_JPH,21EV0367-001-0,Detected,NULL
3/26/2021,AU_SouthWestern_JPH,21EV0374-001-0,Detected,NULL
3/27/2021,AU_SouthWestern_JPH,21EV0376-001-0,Detected,NULL
3/28/2021,AU_SouthWestern_JPH,21EV0378-001-0,Detected,NULL
3/29/2021,AU_SouthWestern_JPH,21EV0380-001-0,Detected,NULL
3/30/2021,AU_SouthWestern_JPH,21EV0391-001-0,Detected,NULL
3/31/2021,AU_SouthWestern_JPH,21EV0397-001-0,Detected,NULL
4/2/2021,AU_SouthWestern_JPH,21EV0402-001-0,Detected,NULL
4/3/2021,AU_SouthWestern_JPH,21EV0404-001-0,Detected,NULL
4/4/2021,AU_SouthWestern_JPH,21EV0406-001-0,Detected,NULL
4/5/2021,AU_SouthWestern_JPH,21EV0408-001-0,Detected,NULL
4/6/2021,AU_SouthWestern_JPH,21EV0415-001-0,Detected,NULL
4/7/2021,AU_SouthWestern_JPH,21EV0417-001-0,Detected,NULL
4/8/2021,AU_SouthWestern_JPH,21EV0427-001-0,Detected,NULL
4/9/2021,AU_SouthWestern_JPH,21EV0435-001-0,Detected,NULL
4/10/2021,AU_SouthWestern_JPH,21EV0437-001-0,Detected,NULL
4/11/2021,AU_SouthWestern_JPH,21EV0439-001-0,Detected,NULL
4/12/2021,AU_SouthWestern_JPH,21EV0441-001-0,Detected,NULL
4/13/2021,AU_SouthWestern_JPH,21EV0452-001-0,Detected,NULL
4/14/2021,AU_SouthWestern_JPH,21EV0454-001-0,Detected,NULL
4/15/2021,AU_SouthWestern_JPH,21EV0461-001-0,Detected,NULL
4/16/2021,AU_SouthWestern_JPH,21EV0467-001-0,Detected,NULL
4/17/2021,AU_SouthWestern_JPH,21EV0469-001-0,Detected,NULL
4/18/2021,AU_SouthWestern_JPH,21EV0471-001-0,Detected,NULL
4/19/2021,AU_SouthWestern_JPH,21EV0473-001-0,Detected,NULL
4/20/2021,AU_SouthWestern_JPH,21EV0483-001-0,Detected,NULL
4/21/2021,AU_SouthWestern_JPH,21EV0489-001-0,Detected,NULL
4/22/2021,AU_SouthWestern_JPH,21EV0494-001-0,Detected,NULL
4/23/2021,AU_SouthWestern_JPH,21EV0502-001-0,Detected,NULL
